route_id,bbox_north,bbox_south,bbox_east,bbox_west
RouteID_3126ad22-48bd-4de4-83bc-b1e3bc6238d2,34.23485,34.180629,-118.501119,-118.58421
RouteID_0385422e-f9bf-4825-a3fb-777ef3e24e28,33.918699,33.860508,-118.105727,-118.324843
RouteID_47098b63-05a2-4dd7-9998-49abb6db18ce,33.918699,33.818121,-118.055309,-118.324843
RouteID_91415ba8-01fc-47ba-9f62-e136889f0461,33.918699,33.832608,-118.146879,-118.324843
RouteID_a8f0009d-e50a-49c9-84d3-f9885ad14a54,33.918699,33.823996,-118.066469,-118.324843
RouteID_41e3914a-c1c0-43ae-aa07-c7afa0d84583,33.918699,33.837869,-118.072075,-118.324843
RouteID_ac7d83a3-7c3b-4a92-924a-32781027b946,33.918699,33.823982,-118.064055,-118.324843
RouteID_ac9c6b4e-3fdf-43b3-b3af-8754089360aa,33.918699,33.823996,-118.064895,-118.324843
RouteID_c1ed1928-10dd-4f2f-95da-d341d06ae84b,34.089228,34.007369,-118.143927,-118.31875
RouteID_2a557de5-2e64-42e1-b63a-19e83d02c766,34.095761,34.007369,-118.143927,-118.315144
RouteID_6c00af83-01c8-40a0-a9f4-3dfd82eec3d0,34.083882,34.007369,-118.143927,-118.327289
RouteID_bc663be2-8b68-49ef-9150-b318e1de3c24,34.090612,34.007369,-118.143927,-118.318753
RouteID_c374064c-6676-4db8-a70b-8841d3b4f057,34.089386,34.007369,-118.143927,-118.318751
RouteID_1bddb94a-e8eb-4f48-ab36-907649bf707b,33.918699,33.77538,-118.307097,-118.324843
RouteID_c8dca96b-01ca-420b-9b76-4c66d2836b45,33.918699,33.786013,-118.314022,-118.3414
RouteID_01c74dc7-ecde-406d-a7c9-29554f0ba347,34.118793,34.007369,-118.143927,-118.299869
RouteID_65e3d6f6-9873-49c9-8c1d-6b3c3e7e0be0,34.11939,34.007369,-118.143927,-118.299822
RouteID_a60c9bb6-b97e-48ef-9d58-d0db1fc69eb0,34.119812,34.007369,-118.143927,-118.299872
RouteID_ab418d95-108b-44a8-80e6-6a322cf2b9d8,34.119172,34.007369,-118.143927,-118.300771
RouteID_f69c2bac-4950-436d-b786-0ec5f461a314,34.119812,34.007369,-118.143927,-118.298042
RouteID_00575ca4-8a63-49d2-96c8-9b347be5ba6c,34.11424,34.007369,-118.143927,-118.312837
RouteID_0e2bd841-c72d-43b7-a296-af3637d00307,34.104178,34.007369,-118.143927,-118.294127
RouteID_13b3222c-93df-473e-a4bb-f46317bb9865,34.11927,34.007369,-118.143927,-118.300371
RouteID_263d06d8-5d33-4805-b015-24035935f09c,34.104939,34.007369,-118.143927,-118.294127
RouteID_36eda224-e7d0-4b30-826c-f761429e58dc,34.119366,34.007369,-118.143927,-118.282588
RouteID_46aa4a73-b48b-4d87-a5f6-1ee4614c64d6,34.116662,34.007369,-118.143927,-118.300242
RouteID_46ead2f2-e1e3-4ab3-838f-835a944d6a59,34.110334,34.007369,-118.143927,-118.303168
RouteID_5a774ce5-87f6-4a79-90dc-d89aa39ab18d,34.110905,34.007369,-118.143927,-118.296176
RouteID_6077d00f-3b0c-4ba9-827f-fd279d2994ea,34.14669,34.007369,-118.143927,-118.298809
RouteID_63dc3f55-bd53-4063-a444-dbc621cc02f0,34.110618,34.007369,-118.143927,-118.303168
RouteID_6a92fb48-f4ef-475c-87d5-7b42cf60279d,34.111402,34.007369,-118.143927,-118.294504
RouteID_88a1eef0-352a-4e01-9ad4-35b080c9aee4,34.11524,34.007369,-118.143927,-118.29507
RouteID_8fe816ce-bd16-4171-9042-63d60ab8dbd8,34.111032,34.007369,-118.143927,-118.299473
RouteID_a52fd1b0-ca6c-4c30-abeb-e799f4e595b8,34.11336,34.007369,-118.143927,-118.283045
RouteID_c58a0478-612b-46a7-9531-2802e3de5c90,34.119765,34.007369,-118.143927,-118.299742
RouteID_cec5cc45-ab0d-41da-a925-ee61d4521f38,34.114237,34.007369,-118.143927,-118.311422
RouteID_d376150e-4f9d-4108-ad87-d63183679d36,34.115252,34.007369,-118.143927,-118.291821
RouteID_d4e12cdc-063d-42b3-8b2f-76a6e362fd2c,34.113296,34.007369,-118.143927,-118.286562
RouteID_d71536fc-a945-4a52-8c7d-b726e48ad84f,34.116622,34.007369,-118.143927,-118.283061
RouteID_de45d589-c1a3-40c8-9618-f2fec5f58556,34.113416,34.007369,-118.143927,-118.288498
RouteID_e449f854-ef05-44ee-b66b-737cc4a6ea63,34.10918,34.007369,-118.143927,-118.292869
RouteID_f1e3f441-d58c-4bc4-9a12-55ae98827639,33.944342,33.916575,-118.199138,-118.324843
RouteID_6170d139-b870-424e-9b66-c64608b12925,33.931369,33.890055,-118.183327,-118.324843
RouteID_bfe4ee11-d28b-4289-a2aa-ea3709504c1e,33.931039,33.890055,-118.18272,-118.324843
RouteID_23e7cc10-ea67-4afe-93cd-b5efbd44a50f,33.918699,33.878244,-118.324843,-118.413252
RouteID_a15220b1-01b9-452c-848c-f9ea72ade84e,33.918699,33.894345,-118.324843,-118.421487
RouteID_baced9aa-4264-4f0a-8992-47d7308268e5,33.918699,33.878244,-118.324843,-118.417076
RouteID_178c40d6-2b6f-4782-b589-532a86d7a916,33.918699,33.888787,-118.324843,-118.419161
RouteID_39d064ae-1a2f-47e3-8631-83931932bc93,33.918699,33.881707,-118.324843,-118.408554
RouteID_4895db7d-cd33-40e5-a1b1-e6259fc02528,33.918699,33.867725,-118.324843,-118.407962
RouteID_48f4cfad-d734-4683-b61e-4d25ae3153ab,33.918699,33.868413,-118.324843,-118.407962
RouteID_598c75ac-dd3a-4b0c-b091-4d7d3c6406d9,33.918699,33.894339,-118.324843,-118.421159
RouteID_7a892398-6e85-4d14-8b8b-1d1b947a6934,33.918699,33.878134,-118.324843,-118.416165
RouteID_9e92a851-c574-4907-85aa-577e124ebace,33.918699,33.894339,-118.324843,-118.421616
RouteID_c66d0a23-5af1-4845-a090-2e716f25a226,33.918699,33.892989,-118.324843,-118.421619
RouteID_ecba5cbe-9a5c-4335-abcc-86b25d820084,33.918699,33.887592,-118.324843,-118.417951
RouteID_fbcce7ac-9fe0-441b-8dd6-9b5bf0990ebc,33.918699,33.881655,-118.324843,-118.410512
RouteID_3420e082-f7fb-4332-96cf-7e2a28055d85,34.024114,33.918699,-118.324843,-118.440818
RouteID_37de9947-2631-41f9-946f-775e94b8a806,34.005192,33.918699,-118.324843,-118.428615
RouteID_5fcdc39b-7b7f-4802-acbb-f1fcbfd5fc34,34.025392,33.918699,-118.324843,-118.441412
