Name,Centroid Lat - mean - (deg),Centroid Lon - mean - (deg),Centroid Lat - stdev - (deg),Centroid Lon - stdev - (deg),Number of delivery stops,Number of depot stops,Number of packages,Number of delivered packages,Number of rejected packages,Number of failed attempted packages,Avg packages per stop,Rejected packages (%),Delivered packages (%),Failed attempted packages (%),Bbox area - (km^2),Bbox north - (deg),Bbox south - (deg),Bbox east - (deg),Bbox west - (deg),Total Euclidean distance (km),Total Driving distance (km),Total Circuity factor,Avg Euclidean distance per stop (km),Avg Driving distance per stop (km),Avg Circuity factor per stop,Min Circuity factor per stop,Max Circuity factor per stop,Median Circuity factor per stop
RouteID_4627833f-6e12-4980-9cf0-7a4ee8bed3ce,34.12341888,-117.6403843,0.013634823,0.007658242,170,1,237,235,0,2,1.394117647,0,0.991561181,0.008438819,136.7066221,34.154311,33.965477,-117.622648,-117.657986,69.27835844,90.63,1.308200743,0.405136599,0.53,1.586268314,0.977348636,6.635067311,1.309410194
RouteID_462dcfbb-edda-4204-bc82-c859b8890f66,33.55865597,-117.6430656,0.004673707,0.007437507,118,1,237,234,0,3,2.008474576,0,0.987341772,0.012658228,617.5191849,33.688122,33.546218,-117.635859,-117.847178,64.18903095,83.229,1.296623407,0.539403621,0.699403361,1.40357091,0.875047925,3.96547162,1.239153371
RouteID_464488dc-917f-4823-9d17-714d8fc44b9d,33.90798606,-117.5877153,0.006036153,0.009216725,185,1,277,276,0,1,1.497297297,0,0.996389892,0.003610108,123.8728585,33.965477,33.895938,-117.566483,-117.653303,51.11510334,76.845,1.503371704,0.274812384,0.413145161,1.530353518,0.988674522,26.65217842,1.278496949
RouteID_46bd777c-fe55-4bf4-a0d9-6094ee4b07db,34.11625178,-117.5871555,0.011466361,0.003641486,151,1,232,232,0,0,1.536423841,0,1,0,257.9518113,34.13221,33.965477,-117.577795,-117.653303,57.65395271,82.602,1.432720501,0.37930232,0.543434211,1.614417873,0.310073445,7.838286461,1.354009236
RouteID_46de55e4-b5bb-48fd-baa1-6d8b147e3535,33.71857098,-118.0041038,0.007652538,0.007045227,150,1,267,266,0,1,1.78,0,0.996254682,0.003745318,150.3480885,33.731655,33.688122,-117.847178,-118.01507,54.40512046,74.461,1.368639558,0.360298811,0.493119205,1.537920795,0.972239574,7.470668235,1.354128511
RouteID_47031169-4f7e-45b2-851f-221ff269b054,34.12531284,-117.5992516,0.005749494,0.013665134,158,1,265,264,0,1,1.67721519,0,0.996226415,0.003773585,266.0564822,34.13445,33.965477,-117.576454,-117.653303,62.27446303,87.681,1.407976813,0.39166329,0.55145283,1.641726063,0.530990663,27.27065599,1.356211358
RouteID_476da649-cb39-45d0-a9c5-5f2a0af43301,33.71941475,-118.0535927,0.003128984,0.005041966,122,1,229,227,0,2,1.87704918,0,0.991266376,0.008733624,167.917766,33.725876,33.688122,-117.847178,-118.063385,53.83235066,67.016,1.244901981,0.437661387,0.544845528,1.39426567,0.965165378,13.48100998,1.258901238
RouteID_47805220-642f-4293-bc20-bf3a1c4f5b24,33.58161362,-117.7391273,0.003347633,0.004707791,117,1,279,279,0,0,2.384615385,0,1,0,270.3300951,33.688122,33.574869,-117.731247,-117.847178,47.19146298,66.23,1.403431804,0.399927652,0.561271186,1.378124457,0.80766608,4.410455718,1.054156789
RouteID_47a15b54-0a83-4152-86cd-ce9eaf400c39,34.04404392,-117.0324128,0.014739226,0.006357821,167,1,255,255,0,0,1.526946108,0,1,0,775.3243547,34.070209,33.937865,-117.011604,-117.29738,86.92106617,122.764,1.412361875,0.517387299,0.730738095,1.363666271,0.350194112,3.387455901,1.261624189
RouteID_47ab2d15-2eaf-4a78-ab56-65a65586d629,33.82755804,-117.8802018,0.006284024,0.005710307,165,1,233,231,0,2,1.412121212,0,0.991416309,0.008583691,738.5422822,33.965477,33.814464,-117.653303,-117.891549,83.3312087,127.191,1.526330915,0.501995233,0.766210843,1.544516779,0.984654166,4.188385334,1.375268436
RouteID_47c9ed8a-a4e7-42ca-8358-236fd06e9f59,33.58740384,-117.6192104,0.005307736,0.011978386,129,1,251,251,0,0,1.945736434,0,1,0,606.5432687,33.688122,33.572422,-117.592567,-117.847178,69.64255113,88.327,1.268290701,0.535711932,0.679438462,1.376760523,0.871867599,6.200062851,1.163974769
RouteID_47d13b50-08a2-470f-9769-35f0bc0e9c3b,33.77116421,-118.1104657,0.004757495,0.009268356,120,1,232,232,0,0,1.933333333,0,1,0,547.1853156,33.78365,33.688122,-117.847178,-118.125717,70.40879166,89.563,1.27204285,0.58189084,0.740190083,1.4354221,0.978136973,4.833240163,1.331372881
RouteID_47f38c7b-541d-4906-8dc8-eb397451b294,33.75186471,-117.9825211,0.009077307,0.003826676,181,1,265,264,0,1,1.464088398,0,0.996226415,0.003773585,230.2813089,33.76664,33.688122,-117.847178,-117.989781,58.43688597,82.87,1.418111157,0.321081791,0.45532967,1.461238612,0.980244977,7.377715144,1.339312218
RouteID_48274e67-29e0-4db7-8f67-eb2d2c3465a0,33.87800026,-117.9102467,0.005909734,0.005050853,117,1,208,206,0,2,1.777777778,0,0.990384615,0.009615385,541.9328471,33.965477,33.867584,-117.653303,-117.923073,70.19267449,101.336,1.443683415,0.594853174,0.858779661,1.379858977,0.879019026,2.889449619,1.308732777
RouteID_483c89cd-41cd-4995-a1f1-432eb9fddeed,33.87149197,-117.4666513,0.00761764,0.022699351,190,1,268,268,0,0,1.410526316,0,1,0,349.2104507,33.937865,33.85884,-117.29738,-117.512673,71.19248217,111.771,1.569983186,0.372735509,0.585188482,1.521020389,0.975668923,9.240987512,1.249868662
RouteID_48454abb-1c54-4ba1-9ca2-468eb287525c,33.77208001,-118.154728,0.002467058,0.004798034,134,1,282,273,0,9,2.104477612,0,0.968085106,0.031914894,558.7951068,33.918699,33.768078,-118.144211,-118.324843,60.35155993,76.643,1.269942319,0.447048592,0.567725926,1.246510833,0.982452175,2.472639015,1.218490883
RouteID_4853a875-8cc9-4cd8-ab54-6e137907503c,33.66165607,-117.9940375,0.004588933,0.004831633,137,1,258,249,0,9,1.883211679,0,0.965116279,0.034883721,115.9042021,33.688122,33.65218,-117.847178,-118.00387,46.06976258,72.853,1.58136261,0.333838859,0.52792029,2.405895546,0.053705132,29.97632322,1.314204578
RouteID_488c0478-2fc2-4687-956d-12fea458fa4e,33.9142364,-117.8756896,0.007871967,0.004330906,124,1,225,225,0,0,1.814516129,0,1,0,323.1956452,33.965477,33.896642,-117.653303,-117.882142,62.82309009,102.854,1.637200587,0.502584721,0.822832,2.923771562,0.169669626,59.11142123,1.420666527
RouteID_48941770-22e1-4c37-9d62-b3db81900ba6,33.98317065,-117.5675309,0.003556905,0.012700969,164,1,275,273,0,2,1.676829268,0,0.992727273,0.007272727,52.21685089,33.990041,33.965477,-117.54964,-117.653303,36.78477133,49.464,1.344686897,0.222938008,0.299781818,1.312892529,0.658076002,5.30057393,1.180520967
RouteID_489c725a-0693-46ad-bb2f-fbed82dc5837,33.93903867,-117.9619221,0.006699187,0.006850593,129,1,168,167,0,1,1.302325581,0,0.994047619,0.005952381,243.6136475,33.965477,33.928626,-117.653303,-117.975564,80.07314213,113.874,1.422124785,0.615947247,0.875953846,1.568559244,0.926065079,8.966000171,1.348844202
RouteID_48c140d4-c791-4b5f-9d8f-cc9758297b7a,34.1186313,-117.4418659,0.010406625,0.008181442,148,1,191,189,0,2,1.290540541,0,0.989528796,0.010471204,779.5993428,34.134303,33.965477,-117.427924,-117.653303,83.97724079,126.48,1.506122359,0.563605643,0.84885906,6.82304818,0,461.730886,1.385953207
RouteID_48e5adb4-daf6-4c2a-a9dc-0576a45721a3,33.71858784,-117.807864,0.004532102,0.01149901,157,1,251,250,0,1,1.598726115,0,0.996015936,0.003984064,51.02568909,33.728826,33.688122,-117.786239,-117.847178,38.74699644,57.025,1.471726979,0.245234155,0.360917722,1.554462467,0.621612874,12.61336067,1.282057944
RouteID_48f9b32e-0f38-431b-a0b0-69bfbef633f0,33.68329888,-117.7852908,0.009901261,0.0052198,123,1,254,254,0,0,2.06504065,0,1,0,49.94875956,33.698121,33.664407,-117.77518,-117.847178,29.27441656,49.07,1.676207616,0.236084005,0.395725806,1.670086328,0.578255603,8.867646295,1.343733826
RouteID_49241a0e-00eb-401a-93ab-ce909f56dd8a,33.85556262,-117.7414132,0.003696083,0.006551652,130,1,215,215,0,0,1.653846154,0,1,0,239.2342744,33.965477,33.848903,-117.653303,-117.753297,47.19061346,78.107,1.655138475,0.360233691,0.596236641,1.572066531,0.986138305,5.130519587,1.304183579
RouteID_49462c90-b093-4cf6-a0a9-a9d8aa382c7d,33.66153472,-117.8870117,0.005499457,0.00503733,113,1,219,214,0,5,1.938053097,0,0.97716895,0.02283105,34.13398793,33.688122,33.653702,-117.847178,-117.895365,25.89882269,38.617,1.491071639,0.227182655,0.338745614,1.515645991,0.359387867,5.543121645,1.312983572
RouteID_49ca91d5-1cd5-4efa-9fed-7fca0de15f89,33.9911795,-117.5379657,0.009098278,0.007178607,129,1,180,179,0,1,1.395348837,0,0.994444444,0.005555556,120.5206742,34.011498,33.965477,-117.525579,-117.653303,47.75938483,74.208,1.553788858,0.367379883,0.570830769,1.734887688,0.427915068,12.1617111,1.336091657
RouteID_49df3871-c437-47a2-aa71-658abcba5f9c,33.64876323,-117.6659008,0.007519195,0.006354439,149,1,242,242,0,0,1.624161074,0,1,0,211.94762,33.688122,33.635183,-117.65266,-117.847178,57.48568107,82.483,1.434844268,0.383237874,0.549886667,1.545889224,0.963243612,7.544753393,1.208928303
RouteID_49f82f0d-95e3-486c-be9c-0bf6b71b77ee,33.88330698,-117.8150994,0.006382219,0.014247219,131,1,179,177,0,2,1.366412214,0,0.988826816,0.011173184,363.4106388,33.965477,33.870428,-117.653303,-117.839622,66.01912455,112.678,1.706747867,0.500144883,0.853621212,1.665642008,0.939757734,6.662213818,1.363757325
RouteID_4a112202-c581-4d03-b44c-3c94cfb2b347,33.87459587,-117.8927572,0.004434779,0.006757867,126,1,210,209,0,1,1.666666667,0,0.995238095,0.004761905,502.8793968,33.965477,33.867878,-117.653303,-117.904387,73.34325256,114.942,1.567178929,0.577505926,0.905055118,1.475005277,0.990079552,4.473549205,1.318957521
RouteID_4a3b2f02-cdfe-45a9-be1c-746d2d2827bb,34.12827207,-117.5472522,0.003701624,0.012698378,179,1,292,292,0,0,1.631284916,0,1,0,442.2500257,34.135616,33.965477,-117.526436,-117.653303,65.89469269,94.793,1.438552881,0.366081626,0.526627778,1.424911666,0,3.550911933,1.317959735
RouteID_4a7b7894-f2a8-4ce8-9046-70bacb59cb01,34.12225188,-117.6187571,0.006629054,0.008552094,181,1,262,257,0,5,1.447513812,0,0.980916031,0.019083969,170.3834331,34.134009,33.965477,-117.60396,-117.653303,69.78617523,90.243,1.293135778,0.383440523,0.495840659,1.403747355,0.984902411,3.764335277,1.28840343
RouteID_4ada5c23-a76d-4137-88b8-3d0e6c851575,33.87676607,-117.9431541,0.00378862,0.009333281,152,1,238,234,0,4,1.565789474,0,0.983193277,0.016806723,604.003507,33.965477,33.869178,-117.653303,-117.958951,81.30130325,118.494,1.457467412,0.531381067,0.774470588,1.39359573,0.976007944,4.404581156,1.223751459
RouteID_4aea89a5-7f4b-4c3b-946b-943bc36148fa,34.2070323,-118.836593,0.009007059,0.007697062,168,1,272,272,0,0,1.619047619,0,1,0,251.0210381,34.23485,34.188983,-118.58421,-118.851833,79.3875596,122.451,1.542445701,0.469748873,0.72456213,1.465061081,0,7.524212414,1.25203511
RouteID_4b0f8b14-9dbf-4cd0-9ad0-f9b6ce31bb4d,34.0167161,-117.5792345,0.011657694,0.00321204,96,1,161,161,0,0,1.677083333,0,1,0,108.5563627,34.029625,33.965477,-117.570759,-117.653303,31.69759047,49.297,1.555228624,0.326779283,0.508216495,1.62780295,0.745869704,9.664917179,1.370565953
RouteID_4b163e49-3e85-43e6-b994-9ca8ae72ea1a,33.72038892,-118.0408866,0.003244016,0.004661696,109,1,215,215,0,0,1.972477064,0,1,0,156.6673753,33.725814,33.688122,-117.847178,-118.049231,51.59540273,65.653,1.27245833,0.469049116,0.596845455,1.609324321,0.96638663,6.228360348,1.344260692
RouteID_4b35ee2e-75b7-4286-97cd-0a559e3b230c,33.89377597,-117.7924714,0.006239334,0.007852433,149,1,238,237,0,1,1.597315436,0,0.995798319,0.004201681,273.6862461,33.965477,33.879661,-117.653303,-117.808726,56.24787726,98.736,1.75537291,0.374985848,0.65824,1.542777638,0.91606216,16.7769915,1.189524649
RouteID_4b5df090-96f1-491e-91e2-0799de36bd93,33.86499801,-117.5426089,0.011572111,0.018825963,155,1,232,227,0,5,1.496774194,0,0.978448276,0.021551724,390.954654,33.965477,33.842742,-117.498102,-117.653303,66.10439787,103.745,1.569411466,0.42374614,0.665032051,1.559003801,0.984956351,6.033069488,1.365602623
RouteID_4bcd7569-a73e-442d-a246-f4549d2191fb,33.76699337,-118.1736077,0.001786529,0.003741718,79,1,210,201,0,9,2.658227848,0,0.957142857,0.042857143,498.2050997,33.918699,33.7643,-118.167741,-118.324843,52.07557183,70.005,1.344296328,0.650944648,0.8750625,1.484971804,0.990563791,10.34237027,1.193835022
RouteID_4bdd10f2-f001-49c7-8ec9-d43e7b9a2109,33.6115362,-117.6897543,0.006160132,0.007775851,151,1,242,236,0,6,1.602649007,0,0.975206612,0.024793388,307.853522,33.688122,33.600724,-117.676073,-117.847178,59.47339522,84.493,1.420685664,0.391272337,0.555875,1.630663486,0.995423975,6.367248671,1.360397589
RouteID_4be375b3-a89d-406f-9605-08e0a7ffc4da,33.84363711,-117.9566497,0.006660616,0.008732772,155,1,204,201,0,3,1.316129032,0,0.985294118,0.014705882,889.276834,33.965477,33.832313,-117.653303,-117.97866,90.13867715,131.657,1.460604972,0.577812033,0.843955128,1.706477573,0.153012302,18.37683212,1.366712022
RouteID_4c2beef4-22d2-49b4-94d2-b59b9ca2fb4a,34.10543517,-117.598695,0.010031776,0.005403638,180,1,269,266,0,3,1.494444444,0,0.988847584,0.011152416,215.3255478,34.12055,33.965477,-117.585538,-117.653303,64.36100351,89.357,1.388371764,0.355585655,0.493685083,1.434609249,0.982865143,4.027124841,1.310103441
RouteID_4c5e413e-b8b5-4a3d-96fa-f50a55cddf12,33.75689669,-117.9824004,0.007837517,0.003949111,153,1,261,258,0,3,1.705882353,0,0.988505747,0.011494253,240.8826941,33.770219,33.688122,-117.847178,-117.989846,49.81336468,74.509,1.495763245,0.323463407,0.483824675,1.631456056,0.755068724,6.218406991,1.351384623
RouteID_4c5edacb-b2d9-4532-aa56-b6f5c8f323ef,33.62817248,-117.8243278,0.005363117,0.00731861,104,1,287,284,0,3,2.759615385,0,0.989547038,0.010452962,53.18871231,33.688122,33.618873,-117.809864,-117.847178,34.58251178,56.416,1.631344778,0.329357255,0.537295238,3.257284035,0.676716526,188.4166542,1.233739437
RouteID_4c7ff8bc-4533-448b-a253-0c502571ec76,33.73692851,-117.7598618,0.002830918,0.006214793,106,1,277,276,0,1,2.613207547,0,0.996389892,0.003610108,120.8946132,33.746369,33.688122,-117.746271,-117.847178,35.25067291,59.627,1.691513809,0.329445541,0.557261682,1.963286087,0.147355933,11.53818773,1.395703129
RouteID_4c891ac7-a6c7-4258-808d-10d006273620,33.92661925,-117.8541521,0.002677337,0.016760776,128,1,200,199,0,1,1.5625,0,0.995,0.005,206.0772216,33.965477,33.920995,-117.653303,-117.879133,59.54701743,80.772,1.356440733,0.461604786,0.626139535,1.412566637,0.710300156,4.382684658,1.260869131
RouteID_4cab5921-6d5d-4530-99d4-e00cd672cc0b,33.94449416,-117.4770953,0.009257816,0.009833628,182,1,250,250,0,0,1.373626374,0,1,0,166.5410929,33.961896,33.92268,-117.29738,-117.504389,71.11058949,175.196,2.463711822,0.388582456,0.957355191,4.104113291,0.194711839,492.6005732,1.257057447
RouteID_4cd2cad5-e50c-40d7-af2f-8fc5fc6b56b0,33.72025542,-118.0521586,0.004427031,0.016370611,125,1,231,229,0,2,1.848,0,0.991341991,0.008658009,200.8950101,33.729151,33.688122,-117.847178,-118.085203,59.17421518,84.566,1.429102181,0.469636628,0.67115873,1.9271707,0.925916019,36.80895423,1.304758718
RouteID_4d118278-6f3d-4ed3-9983-dd8f580aea61,33.85229616,-117.5809776,0.00532882,0.007743996,201,1,293,292,0,1,1.457711443,0,0.996587031,0.003412969,235.3286531,33.965477,33.838205,-117.563215,-117.653303,59.28580634,85.912,1.449115822,0.293494091,0.425306931,1.507468641,0.978373075,7.13179248,1.243093947
RouteID_4d529881-1843-46d1-b94d-161030939c6e,33.73479168,-117.8909971,0.004760666,0.012572371,200,1,283,280,0,3,1.415,0,0.989399293,0.010600707,78.19346067,33.745409,33.688122,-117.847178,-117.913537,46.27967271,65.891,1.423756828,0.230247128,0.32781592,1.434703102,0.986075714,4.561205978,1.283051112
RouteID_4d5d2a1d-dbf2-421c-81be-577e95c723b9,33.72511861,-118.0021575,0.003633446,0.008636149,164,1,288,285,0,3,1.756097561,0,0.989583333,0.010416667,159.2187044,33.734376,33.688122,-117.847178,-118.014519,51.63030418,68.968,1.335804642,0.312910934,0.417987879,1.370900063,0.94639633,4.11981049,1.254730643
RouteID_4d79bf85-4521-44ec-aebc-b64ef04e56df,33.88493049,-117.8156658,0.006451842,0.013452327,140,1,216,216,0,0,1.542857143,0,1,0,347.0816642,33.965477,33.8746,-117.653303,-117.839424,65.23348998,108.504,1.663317416,0.462648865,0.769531915,1.557754883,0.988051978,6.998471646,1.345833954
RouteID_4e29a605-0633-4472-b3ec-1e3a5ee6dae5,33.5697574,-117.6860722,0.012111287,0.004982958,149,1,241,241,0,0,1.617449664,0,1,0,501.385658,33.688122,33.545937,-117.67594,-117.847178,74.11473034,105.07,1.4176669,0.494098202,0.700466667,4.2220415,0.974072771,424.6513235,1.234969956
RouteID_4e2f5cf8-00e2-4ae5-8d04-47803cdd944f,33.57899756,-117.7047147,0.005262368,0.006228725,125,1,217,215,0,2,1.736,0,0.99078341,0.00921659,383.9100192,33.688122,33.569293,-117.690269,-117.847178,53.65315922,76.505,1.425917898,0.425818724,0.60718254,1.601140894,0.656489786,6.893589904,1.320836799
RouteID_4e52e108-9f9f-4c23-ad03-de78121daa38,33.78118951,-118.1663366,0.004982128,0.004864466,153,1,212,197,0,15,1.385620915,0,0.929245283,0.070754717,516.2582641,33.918699,33.770117,-118.155669,-118.324843,62.57436448,83.022,1.326773363,0.406327042,0.539103896,1.319318557,0.669789679,4.500835271,1.174135302
RouteID_4e5cef8d-029f-43c4-944e-b60f61e7abf8,33.87878052,-117.3084515,0.015041676,0.010631404,180,1,261,259,0,2,1.45,0,0.992337165,0.007662835,96.24635987,33.937865,33.845037,-117.278873,-117.329383,54.23146511,77.198,1.423490954,0.299621354,0.426508287,1.381001661,0.986597542,3.447825955,1.225329362
RouteID_4e957c42-bcfd-47ea-90a0-f0d2b361cbad,33.85504038,-117.7413465,0.003555836,0.006170262,133,1,254,254,0,0,1.909774436,0,1,0,244.3036144,33.965477,33.84645,-117.653303,-117.75331,46.41150406,76.659,1.651724105,0.346354508,0.57208209,1.622026994,0.967154329,4.926339021,1.31288859
RouteID_4e9d9377-5f48-4a7d-a8ec-b9d2a184de13,33.70183349,-117.9690994,0.007973539,0.004522444,176,1,298,297,0,1,1.693181818,0,0.996644295,0.003355705,82.87797264,33.715011,33.684012,-117.847178,-117.977132,46.88593821,64.9,1.38421033,0.264892306,0.366666667,1.422636325,0.593181152,4.747058559,1.29116644
RouteID_4eaa27f5-8816-4888-a7db-addf9f5d3ee0,33.41568812,-117.6091447,0.004562986,0.003921062,105,1,215,215,0,0,2.047619048,0,1,0,1425.510028,33.688122,33.407166,-117.600991,-117.847178,90.21159485,113.859,1.262132658,0.851052782,1.074141509,1.528176216,0.996119883,6.040619996,1.205465868
RouteID_4ebf3b13-1bcb-45f3-a9b1-9e956813805b,34.01481499,-117.6971742,0.004753482,0.012726806,172,1,247,244,0,3,1.436046512,0,0.987854251,0.012145749,78.63001734,34.025563,33.965477,-117.653303,-117.717132,45.73579179,66.54,1.454878059,0.264368739,0.384624277,1.432056399,0.879740329,5.522268951,1.231476843
RouteID_4ebf5fd1-a7fd-4763-b052-bd34f8632708,34.11534923,-117.2343695,0.010261881,0.02195655,173,1,225,223,0,2,1.300578035,0,0.991111111,0.008888889,354.2212574,34.132908,33.937865,-117.208756,-117.29738,91.18578067,129.748,1.422897288,0.524056211,0.745678161,1.457677078,0.992142611,7.193929441,1.331906022
RouteID_4eccb79b-a588-4886-aa3a-195bd5df0b17,34.07600043,-117.1684254,0.005095454,0.009035582,169,1,256,256,0,0,1.514792899,0,1,0,441.458184,34.085,33.937865,-117.151008,-117.29738,66.63933817,108.588,1.629487972,0.391996107,0.638752941,1.558005072,0.990128804,6.421255212,1.364986842
RouteID_4ee08a2b-476c-4f63-a0a8-9c0e79d240a0,34.01157527,-117.0570719,0.01048311,0.009340445,162,1,244,240,0,4,1.50617284,0,0.983606557,0.016393443,490.8176468,34.029698,33.937865,-117.036726,-117.29738,90.10321836,145.909,1.619353922,0.552780481,0.895147239,1.440741297,0.987691414,4.412450742,1.280096833
RouteID_4f3a5b7a-3731-4519-88ff-c6664d0aa130,33.54944667,-117.7958633,0.003847238,0.009492354,98,1,169,168,0,1,1.724489796,0,0.99408284,0.00591716,201.5171657,33.688122,33.542601,-117.779933,-117.847178,49.75348734,74.558,1.498548222,0.502560478,0.753111111,1.581349078,0.118437229,4.992107361,1.301071947
RouteID_4f66141e-d116-4ff2-807b-eccea9b45171,33.66959031,-117.7982831,0.003451902,0.004196192,131,1,262,261,0,1,2,0,0.996183206,0.003816794,27.24325762,33.688122,33.664804,-117.790404,-117.847178,27.19932758,43.253,1.590223136,0.206055512,0.327674242,1.670803127,0.982903154,11.29485664,1.337415011
RouteID_4f87bd50-8d7d-4186-8936-b909f8fccdd7,33.86992269,-117.8002261,0.005113785,0.0084385,162,1,280,280,0,0,1.728395062,0,1,0,340.103281,33.965477,33.863156,-117.653303,-117.815273,59.14438245,97.713,1.652109566,0.362848972,0.599466258,1.680306605,0.964072491,16.24759864,1.357329981
RouteID_4fa51ef4-04db-4cfa-9c1c-0a97787a074a,33.65382093,-117.6857293,0.003566606,0.007265604,164,1,275,273,0,2,1.676829268,0,0.992727273,0.007272727,163.8945579,33.688122,33.642967,-117.670824,-117.847178,51.12397453,71.431,1.397211399,0.30984227,0.432915152,1.51226076,0.88872653,3.954111548,1.360165221
RouteID_4fcff59e-6155-470a-be78-09cda8c1480b,33.62317647,-117.9211207,0.004599708,0.005947759,145,1,278,269,0,9,1.917241379,0,0.967625899,0.032374101,140.6789853,33.688122,33.610913,-117.847178,-117.935691,38.00527684,51.547,1.356311657,0.260310115,0.353061644,1.376772549,0.983042319,5.622427745,1.199482631
RouteID_5001d1fc-7d6a-474d-84c7-fa4ff20857d0,33.83989085,-117.7480586,0.008590196,0.014846438,175,1,247,247,0,0,1.411428571,0,1,0,339.1011337,33.965477,33.827949,-117.653303,-117.773429,56.7622242,90.035,1.586178154,0.322512637,0.5115625,1.451252031,0.932566497,10.27578031,1.194211475
RouteID_503e4336-5e92-4d31-ae63-665c8c521373,33.53366425,-117.7209472,0.011230975,0.007241841,146,1,230,228,0,2,1.575342466,0,0.991304348,0.008695652,525.4991883,33.688122,33.505744,-117.70729,-117.847178,68.9422618,98.529,1.429152416,0.468994978,0.670265306,1.585251822,0.607960001,7.975389098,1.195950158
RouteID_50797270-cb23-4f82-8782-fd0a7c05dddc,34.13002973,-117.6430184,0.014693651,0.006760933,179,1,251,251,0,0,1.402234637,0,1,0,118.2431938,34.157636,33.965477,-117.627949,-117.657986,71.77961715,92.664,1.290951438,0.398775651,0.5148,1.533681824,0.887467955,12.73076262,1.320769797
RouteID_50d65918-5846-4b9c-bd75-fb456dc0481e,34.07913314,-117.6805717,0.005303346,0.016678184,146,1,207,207,0,0,1.417808219,0,1,0,122.6343903,34.086745,33.965477,-117.653303,-117.702646,52.72306929,70.88,1.344383037,0.358660335,0.482176871,1.46929815,0.98157554,5.700671745,1.319352226
RouteID_50e0fba7-4e3e-466f-abdc-ffce115639b8,33.79203456,-117.8050605,0.007236218,0.004830465,149,1,249,247,0,2,1.67114094,0,0.991967871,0.008032129,624.5029282,33.965477,33.776684,-117.653303,-117.814411,72.27346994,108.536,1.501740543,0.481823133,0.723573333,1.615752161,0.981737898,10.82589663,1.285515734
RouteID_50f647bf-63f2-4be3-af9d-81c6cb55e810,34.13621362,-117.264699,0.006580401,0.015744145,172,1,225,223,0,2,1.308139535,0,0.991111111,0.008888889,259.9156064,34.151074,33.937865,-117.237885,-117.29738,82.67448204,117.382,1.419809319,0.477887179,0.678508671,1.552550689,0.979259912,5.890217884,1.381641981
RouteID_50f8492b-1989-4643-b9cc-738ce27d791c,33.65930529,-117.9032197,0.00264567,0.007667171,121,1,227,225,0,2,1.876033058,0,0.991189427,0.008810573,48.64221881,33.688122,33.65432,-117.847178,-117.917102,30.71720986,44.508,1.448959727,0.251780409,0.364819672,1.611425977,0.605311956,6.685046804,1.351840555
RouteID_50f8cb54-c9a4-470c-8e6d-634b1fea2403,33.66138444,-117.823998,0.003721184,0.008694273,151,1,289,288,0,1,1.913907285,0,0.996539792,0.003460208,27.64087452,33.688122,33.652888,-117.809059,-117.847178,29.91095976,49.52,1.655580442,0.19678263,0.325789474,1.644010435,0.620082036,4.90331525,1.408620695
RouteID_50f929fe-5f58-46dd-9cab-90574df65db4,33.46848382,-117.6246421,0.006907337,0.00634939,159,1,247,244,0,3,1.553459119,0,0.987854251,0.012145749,1135.833888,33.688122,33.452255,-117.613459,-117.847178,93.30454423,130.873,1.402643366,0.583153401,0.81795625,1.566919106,0.985516291,6.839129009,1.283718182
RouteID_50fd429a-faec-41bb-84c5-1e4f17c7032e,33.9497361,-117.8263853,0.043202157,0.01508906,149,1,222,221,0,1,1.489932886,0,0.995495495,0.004504505,521.1194621,33.994685,33.866892,-117.653303,-117.852051,82.61443006,135.706,1.642642816,0.550762867,0.904706667,1.50849451,0.912130806,20.46487843,1.206765669
RouteID_5158b56f-22b5-4a3f-9e57-2feacd281633,33.87847041,-117.9865794,0.006707993,0.005470289,117,1,235,234,0,1,2.008547009,0,0.995744681,0.004255319,698.6640586,33.965477,33.866269,-117.653303,-117.99648,83.77602999,123.538,1.474622276,0.709966356,1.046932203,1.469222606,0.021192685,9.253667305,1.190436172
RouteID_51839f70-714c-4fe7-a1bc-73b2170c65af,33.53633378,-117.6283704,0.009986505,0.006838849,116,1,235,234,0,1,2.025862069,0,0.995744681,0.004255319,788.6993272,33.688122,33.522254,-117.616306,-117.847178,68.88049641,92.824,1.347609336,0.588722192,0.793367521,1.405954519,0.953402348,4.774587625,1.243683704
RouteID_5192f0c4-8b9e-4264-938c-049873a6942a,33.84261896,-117.8406746,0.004879905,0.012213066,146,1,238,238,0,0,1.630136986,0,1,0,553.7099301,33.965477,33.833298,-117.653303,-117.857398,63.13120668,98.487,1.560036711,0.429463991,0.669979592,1.810303721,0.719474637,13.54034669,1.305047138
RouteID_51a2aca9-3f75-43d6-9e35-0bf0f5e6f44c,33.68196714,-117.8177487,0.005269931,0.005323775,116,1,271,268,0,3,2.336206897,0,0.988929889,0.011070111,14.82559234,33.689212,33.670874,-117.80789,-117.847178,23.01421401,38.614,1.677832664,0.196702684,0.330034188,1.555618252,0.04022462,7.224552373,1.316033716
RouteID_51ddfbc6-4dd8-4c59-9dfa-dbec0ebc5eb8,33.6486274,-117.6653591,0.007137622,0.006335589,139,1,252,252,0,0,1.81294964,0,1,0,205.8905594,33.688122,33.636642,-117.652862,-117.847178,55.5378222,76.762,1.382157185,0.39669873,0.5483,1.420491916,0.976907446,5.311589423,1.226679299
